Lang,Text
eng,What can I do for my dog's birthday?
eng,Why are ducklings yellow?
eng,A magician never reveals their tricks.
eng,Adult cats are the size of human babies.
eng,I know Tom knows I know.
eng,I know that Tom knows that I know.
eng,I know Tom knows that I know.
eng,I know that Tom knows I know.
eng,I don't live there.
eng,Will you help me build a computer?
eng,Tom is so weird; how could anyone not like cake?
eng,Why are ducks called ducks?
eng,I've got everything.
eng,Stalin was a bad person.
eng,Look! A kitty!
eng,"Everyone, calm down."
eng,This is where the problem lies!
eng,Is that a good multivitamin?
eng,"The walls are breathing. ""Yep, that's mushrooms for you."""
eng,She was only wearing her nightdress when the roundup happened.
eng,Tom writes in Esperanto for optimum expressiveness.
eng,A ragtag group of anarchists is squatting in abandoned buildings in Boston.
eng,They're squatting in a ramshackle old factory at the moment.
eng,The revolution kicked into overdrive.
eng,Tom's incendiary rhetoric has no place here.
eng,Tom is known for his incendiary rhetoric.
eng,Tom's incendiary speech kicked the revolution into overdrive.
eng,Tom gave an incendiary speech in a ramshackle old factory.
eng,My sentences are original: this is why those who shamelessly plagiarize me denounce themselves.
eng,The infection has reached the bone.
fra,L'infection a atteint l'os.
eng,Fuck the universe.
eng,Those who know are aware; too bad for those who do not know.
fra,Ceux qui savent sont au courant ; tant pis pour ceux qui ne sauraient pas.
eng,Tom is an old fart.
eng,Tom's an old fart.
fra,"Dès qu'il a commencé à bouger, il a heurté son orteil contre un caillou."
fra,"Dès qu'il a commencé à bouger, il s'est cogné l'orteil contre une pierre."
eng,"As soon as he started to move, he hit his toe against a stone."
eng,He meddles with what does not concern him.
fra,Il se mêle de ce qui ne le regarde pas.
eng,You have no self-confidence.
eng,You have no self-esteem.
eng,I'm not allowed to let you in there.
eng,I'm not in the mood to argue with you.
eng,"This time ten years ago, I was in a horrible state."
eng,"We're worried about you, Tom."
eng,"We worry about you, Tom."
eng,"Righty tighty, lefty loosey."
eng,Is there life on Earth?
eng,Was Karl Marx a communist?
eng,Tom Jackson is a partisan hack.
eng,Tom Jackson is a hack.
eng,Mr. Jackson was my favorite teacher.
eng,Mr. Jackson was the best teacher I ever had.
eng,Tom's a utilitarian.
eng,Tom is a utilitarian.
eng,His callously utilitarian outlook doesn't earn him many friends.
eng,"They couldn't win an election fairly, so their only recourse was to gerrymander."
eng,Tom is following a rigorous training regimen.
eng,What's your exercise regimen?
eng,"When we are hungry, we do not look at the sauce."
fra,"Quand on a faim, on ne regarde pas au menu."
eng,People have to do things to survive.
eng,You can't eat prayer.
eng,Utilitarian philosophers have tried to justify some messed-up things.
eng,There were once Sephardi pirates in the Caribbean.
eng,He's telling people what they want to hear.
eng,He's telling people what they want to hear for personal gain.
eng,The punishment is more immoral than the crime.
eng,The punishment is worse than the crime.
eng,Did aliens bomb Sodom and Gomorrah?
eng,It wasn't very long ago that Europeans were burning heretics at the stake.
eng,Giordano Bruno was both a madman and a genius.
eng,I think the cat is dreaming — she's moving her paws.
eng,Where do gerbils come from?
eng,Where are wild gerbils found?
eng,Why is Dutch so funny?
eng,Why is Yiddish so funny?
eng,Why is Yiddish so similar to German?
eng,Why is Esperanto important?
eng,Nothing is real.
eng,I bought a bag of potatoes.
eng,I bought a potato.
eng,"The Kabyle people are resilient; when they want, they harden more than granite."
eng,"Larry Kudlow claims Biden is going to force Americans to drink ""plant-based beer."""
fra,"Les Kabyles sont résilients ; quand ils le veulent, ils s'endurcissent plus que le granite."
eng,"For every nationality, Yiddish has separate words for Jews and non-Jews."
eng,Drugs cost money.
eng,Cats are the bridges between dimensions.
eng,Drugs cost money. Being weird is free.
fra,"Ce qu'il y a de certain c'est que moi, je ne suis pas Marxiste."
eng,Those are bears.
eng,Why is French so hard?
eng,Why is Australia called the Land Down Under?
eng,It's almost May.
eng,Neptune is so beautiful.
eng,The planet Neptune is so beautiful.
fra,"Liamine Zeroual, ex-président algérien, a imposé le tout arabe en Algérie."
fra,La majorité des députés algériens sont corrompus jusqu'à l'os.
fra,L'administration algérienne fait mal son travail et fonctionne au bakchich le plus souvent !
fra,La douane algérienne vole souvent le contenu des bagages des voyageurs.
fra,Des viols de mineurs dans les commissariats algériens sont souvent mentionnés dans la presse indépendante.
fra,L'homosexualité est très courante dans l'armée algérienne.
eng,I want a tail.
eng,"This site is selling tails that move, but they're expensive."
fra,Des armes de guerre sont collectées dans les mosquées algériennes dans les années 90.
fra,"Beaucoup de femmes voilées en Algérie fument en cachette, se droguent et se prostituent."
eng,Does this look moldy to you?
eng,Does this smell OK to you?
eng,Does this bread seem stale to you?
eng,Do you want to ride along?
eng,Do you want to come along for the ride?
eng,This little guy is Tom.
eng,This little fellow is Tom.
eng,Do you mean the planet or the god?
eng,Do you mean the planet or the goddess?
eng,Sorry; did you say eighty or eighteen?
eng,Gene patents are not legitimate.
eng,Change is necessary and possible.
eng,Why is Neptune blue?
eng,"Tom believes his cause is just, but he's not making honest arguments."
eng,Tom wants everyone to like him.
eng,"When education ends, learning begins."
eng,Learning is the next step after education.
eng,Tom made only a perfunctory effort to dissuade Mary.
eng,The sheer volume of disinformation is difficult to rebut.
eng,I'm disillusioned with everything.
eng,The brain has multiple perceptual systems.
eng,Tom is a harbinger of misfortune.
eng,God did it.
eng,There are quite a few ways to express derision in Esperanto.
eng,You have a right to petition the government for a redress of grievances.
eng,Your poem would be more powerful if you cut the final stanza.
eng,I find the third stanza weak.
eng,Tom is ineligible for this award.
eng,"Tom wears a frock, but he's not a priest."
eng,Tom is more of a pusher than a dealer.
eng,All mammals are cynodonts.
eng,Reptiles are more closely related to mammals than to amphibians.
eng,"Even if misery does not kill, peace does not nourish either."
fra,"Même si la misère ne tue pas, la quiétude ne nourrit pas non plus."
eng,There is no better taste than that of honey.
fra,Il n'y a pas meilleur goût que celui du miel.
eng,You can't eat peace.
eng,Tom Jackson was an evil man.
eng,Tom Jackson was a saintly man.
eng,A hurtful word continues to dig like a knife.
eng,A bad word continues to hurt for a very long time.
eng,Tom Jackson was a flawed person.
fra,Une parole blessante continue de creuser comme un couteau.
fra,Une mauvaise parole continue à faire mal très longtemps.
eng,Our oldest cat turned 18.
eng,Tom doesn't believe what he's saying.
eng,Tom's heart isn't in it anymore.
eng,Tom's outsides no longer match his insides.
eng,This practice is not recommended.
eng,Think of where dogs put their tongues.
eng,Why is Mexico City sinking?
eng,"When threatened, ants have a surprisingly painful bite."
eng,This enormous longhorn beetle is found around mango and fig trees.
eng,People believe Paul Wexler's nonsense because they want to believe it.
eng,People believe Shlomo Sand's nonsense because they want to believe it.
eng,People are more inclined to believe in pseudoscience that flatters their preconceived notions.
eng,Tom's just going through the motions.
eng,Peace without justice is a ceasefire.
eng,Lizards are more closely related to humans than to salamanders.
eng,I think Tom thinks I think too much.
eng,Venus once had oceans.
eng,Why is Jupiter so beautiful?
eng,The surface of Venus is hot enough to melt lead.
eng,Happy May Day!
eng,How common is intelligent life?
eng,How hard would it be to terraform Mars?
eng,How hard would it be to terraform Venus?
eng,I don't know; I'm just a cat.
eng,I don't know enough French to make out what they're saying.
eng,I think that Tom thinks that I think that.
eng,You care too much about what other people think.
eng,I think Tom joined the Moonies.
eng,"Has anyone ever actually met this ""Tom Jackson""?"
eng,Tom wishes Tatoeba would stop stalking him.
eng,Qur'an chanting is pretty.
eng,Arabic calligraphy is beautiful.
eng,Richard Dawkins is proof that you don't need religion to be a terrible person.
eng,"Richard Dawkins is more racist, sexist, and chauvinistic than many religious people."
eng,The branch loaded with fruit inevitably bends.
fra,La branche chargée en fruits ploie forcément.
eng,You're doing the best you can.
eng,Be kind and gentle with yourself.
eng,Tom could've turned his life around.
eng,I wonder what Tom would be like if he were still alive.
eng,Tom had all the potential in the world.
eng,I still hear Tom's voice sometimes.
eng,Tom could've fixed it.
eng,Tom didn't have to kill himself.
eng,We're not like Tom and Mary.
eng,You never know which Tom you're going to get.
eng,Your son doesn't look like you.
eng,I'm not a translator.
eng,We're not translators.
eng,I'm not an interpreter.
eng,We're not interpreters.
eng,I could've been a translator.
eng,I could've been an interpreter.
eng,Shoes are expensive.
eng,My uncle won't be eligible for parole for another 8 months.
eng,Mary got a tracheal shave.
eng,Mary got a trachea shave.
eng,Meet me on the wharf.
eng,Did you spill something on my book?
eng,What happened to the book I lent you?
eng,You awaken primal urges in me.
eng,Education is the bedrock of civilization.
eng,Tom bought me my first turntable.
eng,"Tom can be overbearing, but he's a generous man."
eng,Boston is a relatively opulent city.
eng,Is a friar the same thing as a priest?
eng,They're trying to gerrymander their way to power.
eng,It's a lopsided conflict.
eng,Help is available to indigent borrowers.
eng,I intend to juxtapose Senator Jackson's words and his actions in this supercut.
eng,"At this point, it's inescapable."
eng,The inescapable conclusion is that Senator Jackson has abandoned his constituents for corporate lobbyists.
eng,Tom won his court case.
eng,Mary lost her court case.
eng,Tom took Mary to small claims court.
eng,"I was a bit tired, so I took the escalator instead of the stairs."
eng,Tom ran up the down escalator.
eng,I am a native speaker of the penguin language.
eng,It's not warm enough to open the window.
eng,"If April showers bring May flowers, what do May flowers bring? ""Allergies."""
eng,She stopped taking Prozac because it gave her a manic episode.
eng,I keep a little dope around for real emergencies.
eng,I would love to have met Carl Sagan.
eng,It's definitely running faster now.
eng,The cats are fascinated by this latest turn of events.
eng,I've always wanted to make a Tatoeba clone for conlangs without ISO codes.
eng,"Happy birthday, Karl Marx!"
eng,The Jackson family fell into disrepute after Tom's arrest.
eng,Tom's conduct brought his family into disrepute.
eng,I'll explain by way of a parable.
